Tiếng Việt,Tiếng BaNa
"Những kết quả đạt được từ việc học và làm theo gương Bác đã khơi dậy ý thức thi đua học tập, lao động sáng tạo của cán bộ, hội viên, phụ nữ trên địa bàn huyện, góp phần thực hiện nhiệm vụ phát triển kinh tế - xã hội của địa phương","Lö thu yok ñat ñei ñông tôdrong hok oeng pôm boi Naê Hoâ jôh pôm kjung tôdrong baêt tôjroh hok tôp, sang tao ñông kang boâ, mai oh lôm tôring huyeân, pôgop tôdrong pôm tôdrong pôjing kinh teâ xa hoâi ñông cham pôlei"
"Để đẩy mạnh phong trào học tập và làm theo lời Bác, trong thời gian tới, Hội LHPN huyện tiếp tục  tăng cường hơn nữa công tác tuyên truyền, vận động thực hiện việc học tập và làm theo Bác trong toàn thể cán bộ, hội viên phụ nữ bằng nhiều hoạt động thiết thực","Sö jôûaú deâh trong glong hok oeng pôm boi Naê Hoâ, lôm jônang truh, Hoâi LHPN huyeân ling lang kjung loi pieâu tôdrong pôtho khan, krao akom pôm tôdrong hok oeng pôm boi Naê Hoâ lôm ñi ñaêng kang boâ, mai oh ñông lö tôdrong pôm tôpaê"
"Thực hiện chương trình tiếp xúc cử tri trước kỳ họp thứ 9, Quốc hội khóa XIV. Sáng 7.5, ĐBQH  Lê Công Nhường, Giám đốc sở Khoa học và Công nghệ tỉnh đã có buổi tiếp xúc cử tri trước kỳ họp thứ 9, Quốc hội khóa XIV tại huyện Vĩnh Thạnh","Pôm tôdrong tôjröm maêt naê ma adrol maêng hop maêng maê 9, Quoâc hoâi khoa XÓ, bôgheâ naêr 07.5, ÑBQH Leâ Coâng Nhöông, Giam ñoâc Sô khoa hok oeng Coâng ngheâ tinh jôh ôi maêng tôjröm maêt naê ma adrol maêng hop maêng maê 9, Quoâc hoâi khoa XIV dô no huyeân Vinh Thanh"
"Tham dự buổi tiếp xúc cử tri ở huyện có đồng chí Nguyễn Chí Dũng, Phó Chủ tịch HĐND huyện, đồng chí Huỳnh Đức Bảo, Phó chủ tịch UBND huyện và đại diện các cơ quan, ban ngành của huyện và các xã, thị trấn","Tham dö maêng tôjröm maêt naê ma oei huyeân ôi ñ/c Nguyeân Chi Dung, Pho chu tich HÑND huyeân, ñ/c Huynh Ñöc Bao, pho chu tich UBND huyeân oeng ñai dieân rim kô kuan, ban nganh ñông huyeân oeng rim xa, thi traân"
"Tại buổi tiếp xúc, Đại biểu Quốc hội Lê Công Nhường đã thông báo với cử tri dự thảo nội dung chương trình kỳ họp thứ 9 Quốc hội khóa 14 sắp tới","Dô no maêng tôjröm maêt, ÑBQH Leâ Coâng Nhöông jôh pôtho khan adring naê ma dö thao noâi dung tôdrong maêng hop maêng maê 9 Quoâc hoâi khoa XIV waê truh"
"Theo đó, kỳ họp sẽ được tiến hành theo 2 đợt","Boi noh, maêng hop ñei pôm boi 02 maêng"
"Đợt 1 từ ngày 20.5 đến ngày 4.6: Họp trực tuyến qua cầu truyền hình từ Nhà Quốc hội đến 63 Đoàn đại biểu Quốc hội các tỉnh, thành phố trực thuộc Trung ương; Đợt 2 từ ngày 10 đến ngày 19.6: Họp tập trung tại Nhà Quốc hội","Maêng maê minh ñông naêr 20.5 truh naêr 04.6; Hop trök tuyeân qua caâu truyeân hinh ñông hnam Quoâc hoâi truh 63 khul ñai ÑBQH rim tinh, thanh phoâ tröc thuoâc Trung öông; maêng maê 02 ñông naêr 10 truh naêr 19.6; Hop pônhoâm dônoê hnam Quoâc hoâi"
"Sau khi thông qua dự kiến chương trình, nội dung kỳ họp. Ông Lê Công Nhường đã trả lời kiến nghị liên quan đến cử tri huyện Vĩnh Thạnh như: Đề nghị UBND tinh thu hồi đất của các Công ty lâm nghiệp, Ban quản lý rừng phòng hộ để cân đối giao cho người dân thiếu đất sản xuất nông nghiệp","Ñông rong thoâng qua dö kieân chöông tröông, noio dung maêng hop. ñ/c Leâ Coâng Nhöông jôh tra lôi kieân nghi lieân quan truh naê ma huyeân Vinh Thanh in: Pôtho khan UBND tinh thu hoâi the ñông rim Cty laâm nghieâp. Khul ngo hnhei bri phong hoâ sö caân ñoâi pôjao aên naê ma bi duh the choh jang noâng nghieâp"
"Về nội dung này, năm 2018, Sở Nông nghiệp và PTNT thực hiện rà soát, điều chỉnh bổ sung 3 loại rừng và được UBND tỉnh phê duyệt tại Quyết định 4854 ngày 28/12/2018, Sở  Nông nghiệp và PTNT đã đề xuất UBND tỉnh thu hồi để giao cho nhân dân","Lôm tôdrong anu, sônaêm 2018, Sô noâng nghieâp oeng pôjing cham pôlei jôh naêm ngo hnhei, ñieâu chinh tôgum 3 loai bri oeng ñei UBND tinh pheâ duyeât lôm Quyeât ñinh ksoâ 4854 naêr 28/10/2018, Sô noâng nghieâp oeng pôjing cham pôlei jôh pôtho khan UBND tinh thu hoâi sö pôjao aên naê ma"
"Tuy nhiên ngày 5/7/2019 UBND tỉnh có văn bản số 3834 về việc giao đất, cho thuê đất trên địa bàn tỉnh nêu rõ: “Trước mắt, chưa thực hiện thu hồi đất rừng sản xuất, rừng phòng hộ do cấp xã quản lý, đất lâm nghiệp đã giao cho Ban Quản lý rừng phòng hộ và Công ty lâm nghiệp","Maêlei naêr 05/7/2019, UBND tinh ôi vaên ban ksoâ 3834 lôm tôdrong pôjao the, aên thueâ the lôm tôring tinh khan maê ro: “Adrol maêt, ñim pôm thu hoâi the bri choh jang, bri phong hoâ yua kôp xa ngo hnhei, the laâm nghieâp jôh pôjao aên Khul ngo hnhei bri phong hoâ oeng Cty laâm nghieâp”"
"Về kiến nghị UBND tỉnh quan tâm hỗ trợ cho địa phương để đo đạc, lập hồ sơ địa chính, cấp giấy chứng nhận quyền sử dụng đất lâm nghiệp cho người dân vì nguồn cân đối, bố trí kinh phí tối thiểu 10% trên tổng thu tiền sử dụng đất, tiền thuê đất hàng năm của địa phương không đảm bảo","Lôm pôtho khan UBND tinh ngo hnhei tôgum aên cham pôlei sö ño ñac, pôm hoâ sô ñia chinh, kôp hla chöng nhaân quyeân chaê yuoâ the laâm nghieâp aên naê ma yua nguoân caân ñoâi, boâ tri jeân toâi thieâu 10% lôm pôting thu jeân chaê yuoâ the, jeân thueâ the rim sônaêm ñông cham pôlei bi tômaên tôl"
"Ngày 26/01/2018, UBND tỉnh có văn bản số 479 về việc bố trí kinh phí cho việc đo đạc, lập bản địa chính, đăng ký đất đai, cấp giấy chứng nhận","Naêr 26/01/2018, UBND tinh ôi vaên ban ksoâ 479 lôm tôdrong boâ tri jeân aên tôdrong ño ñac, pôm ban ñia chinh, ñaêng ky the, kôp hla chöng nhaân"
"UBND tỉnh chỉ đạo: Để thực hiện việc quản lý đất đai theo từng địa phương, theo chỉ đạo của Thủ tướng Chính phủ, UBND huyện cần chủ động đề ra các giải pháp, phấn đấu tăng thu tiền sử dụng đất, tiền thuê đất hàng năm 10% tổng số tiền thuê đất và tiền sử dụng đất hàng năm cho việc thực hiện nhiệm vụ theo chỉ đạo của Thủ tướng Chính phủ","UBND tinh pôgôl: Sö pôm tôdrong ngo hnhei the boi rim cham pôlei, boi pôgôl ñông Thu töông kôpal the ñak, UBND huyeân waê chu ñoâng aên lech rim tôdrong, pran kjung thu jeân chaê yuoâ the, jeân thueâ the rim sônaêm 10% pôting ksoâ jeân thueâ the oeng jeân chaê yuoâ the rim sônaêm aên tôdrong pôm nhieâm vu boi pôgôl ñông Thu töông kôpal the ñak"
"Cử tri huyện Vĩnh Thạnh kiến nghị: Hiện nay giá xăng dầu giảm mạnh nhưng cước vận tải vẫn còn rất cao, gây khó khăn cho việc đi lại và vận chuyển hàng hóa của người dân","Naê ma huyeân Vinh Thanh pôtho khan: Ahrei giaê xaêng jôu tôjul deâh maêlei cöôc vaân tai araê pôgloh ñuoâi, pôm hrat tônap aên tôtrong naêm oeng chep chô ñoâ ñông naê ma"
"Về chế độ đối với cán bộ, công chức, viên chức công tác tại vùng đặc biệt khó khăn theo Nghị định 116 trước đây và Nghị định 76 hiện nay, một số cơ quan ngành dọc đóng trên địa bàn hiện vẫn đang được hưởng nhưng đối với các cơ quan thuộc huyện thì không được hỗ trợ theo quy định gây thiệt thòi cho đối tượng thụ hưởng","Lôm cheâ ñoo adring kang boâ coâng chöc, vieân chöc pôm lôm rim apung pôgloh hrat tônap boi Nghi ñinh 116 adrol ôu oeng Nghi ñinh 76 ahrei, minh ksoâ kô kuan nganh doc oei lôm tôring huyeân araê atung ñei höông maêlei adring rim kô kuan oei lôm kôbraê huyeân thoi bi ñei tôgum boi quy ñinh pôm hiong hiôt aên ñoâi töông thu höông"
"Kết thúc buổi tiếp xúc cử tri huyện Vĩnh Thạnh, đại biểu Quốc hội Lê Công Nhường đã ghi nhận và giải trình các vấn đề cử tri nêu theo thẩm quyền","Atuch maêng tôjröm maêt naê ma huyeân Vinh Thanh, ÑBQH Leâ Coâng Nhöông jôh ghi yok oeng pôtho khan rim tôdrong naê ma khan boi thaâm quyeân"
"Những ý kiến, kiến nghị liên quan đến các chủ trương, chính sách của Đảng, Nhà nước, Đoàn đại biểu Quốc hội tỉnh sẽ tổng hợp trình Quốc hội trong kỳ họp tới","Rim y kieân, kieân nghi lieân quan truh rim tôdrong ñông Ñang, Kôpal, Khul ÑBQH tinh waê toâng hôp trinh Quoâc hoâi lôm maêng hop truh"
Vĩnh Thạnh là huyện miền núi có nhiều dân tộc cùng chung sống,Vinh Thanh la minh huyeân apung koâng ôi lö naê ma kon koâng adring yaêl arih
"Suốt chiều dài lịch sử đấu tranh giải phóng đất nước, xây dựng và bảo vệ Tổ quốc xã hội chủ nghĩa, nhân dân các dân tộc trong huyện luôn đoàn kết, gắn bó chống chọi với thiên nhiên, giặc ngoại xâm, cùng chia sẻ niềm vui, giao lưu văn hoá, giúp nhau phát triển kinh tế","Lôm ñi trong ñuoâi lich sö tôpalh giai phong the ñak, tôjung pôm oeng jö vei The Ñak xa hoâi chu nghia, naê ma rim kon koâng lôm huyeân dech ñoan keât, pôtep adring dôt adring kôdrieâng, giaêc ngoai xaâm, adring asong tôdrong höch hanh, giao löu vaên hoa, tôgum adring pôjing kinh teâ"
"Cuối chương trình, chúng tôi chuyển đến quý vị và các bạn bài viết Người Bana Kriêm Vĩnh Thạnh - Một lòng theo Đảng, theo Bác Hồ của Xuân Dũng","Atuch tôdrong tôja naêr ôdrôu, nhôn pôtruh aên mih ma duch naê tôdrong chih: Bôngai Bôh Naêr Krieâm Vinh Thanh – minh klak tia Ñang, tia Naê Hoâ ñông Xuaân Dung"
"Một lòng theo Đảng, theo Bác Hồ qua hai cuộc kháng chiến chống Pháp và chống Mỹ, ngày nay trong công cuộc xây dựng quê hương, niềm tin vào Đảng và Bác Hồ của người Bana Kriêm Vĩnh Thạnh vẫn không một chút chuyển lay","Minh klah tia Ñang, tia Naê Hoâ qua 02 maêng khang chieân dôt Phap oeng dôt My, ahrei lôm tôdrong tôjung pôm apung, tôdrong lui tômöt Ñang oeng Naê Hoâ ñông bôngai Bôh Naêr Krieâm Vinh Thanh araê bi minh bia tôplih"
"Trong ký ức của những già làng như Già Thư ở Vĩnh Thịnh, bok Kiên ở thị trấn Vĩnh Thạnh, bok Ka ở làng Tà Điệk (xã Vĩnh Hảo)... cảnh tiêu điều của những ngôi làng miền núi ở Vĩnh Thạnh sau những trận bom của máy bay giặc dội xuống làng vào những năm 1953 - 1954 của thế kỷ trước vẫn còn nguyên vẹn","Lôm tôdrong baêt ñông sô ñông rim kraê pôlei in kraê Thö oei Vinh Thinh, bok Kieân oei thi traân Vinh Thanh, bok Ka oei pôlei Ta Ñieâk, xa Vinh Hao… tôdrong hiong hiôt ñông lö to pôlei apung koâng oei Vinh Thanh ñông rong rim traân bom ñông kreâ giaêc pang jul pôlei tômöt rim sônaêm 1953 – 1954 ñông theâ ky adrol in araê nguyeân ven"
"Bom giặc dội xuống không chỉ để tiêu diệt những ngôi làng Bana nhỏ bé bên dòng Đak Krông Bung mà thâm độc hơn, chúng muốn tiêu diệt đồng bào các dân tộc thiểu số miền Tây tỉnh Bình Định - vùng căn cứ địa của tỉnh","Bom giaêc pang jul bi thoâi sö phaê rim to pôlei kon koâng ken oei minh kôpah ñak Krong Bung maê pôgloh loi, kaên hô waê bet naê ma rim kon koâng agah naêr möt tinh Binh Ñinh – apung caên cö ñia ñông tinh"
"Từ những năm đầu kháng chiến chống Mỹ, Vĩnh Thạnh không những là căn cứ của Tỉnh ủy Bình Định mà còn là nơi đứng chân của Ban cán sự Đảng tỉnh Gia Lai, Ban cán sự Đảng liên tỉnh II (gồm các tỉnh Quảng Ngãi, Bình Định, Phú Yên)","Ñông rim sônaêm pô tôm khang chieân dôt My, Vinh Thanh bi thoâi la caên cö ñông tinh uy Binh Ñinh maê araê la dô no oei ñông Ban can sö tinh Gia Lai, Ban can sö Ñang lieân tinh II (thoi le rim tinh Quang Ngai, Binh Ñinh, Phu Yeân)"
"Ngay từ buổi đầu, kẻ thù coi Vĩnh Thạnh là trọng điểm đánh phá, âm mưu của địch là phát hiện, đánh phá cơ sở cách mạng và cán bộ ở lại cùng cơ quan, kho tàng của tỉnh và các huyện lân cận (Bình Khê, Phù Cát) trên địa bàn huyện","Ñông pô tôm, ñich ngo Vinh Thanh la dô no it phaê, tôdrong ñông ñich la boh, it phaê cô sô cach mang oeng kang boâ oei pieâu adring kô kuan, kho tang ñông tinh oeng rim huyeân oei jeâ in Binh Kheâ, Phu Cat lôm tôring huyeân"
"Để thực hiện âm mưu trên, địch dùng lực lượng quân sự hỗn hợp tổ chức những cuộc hành quân lùng sục, tảo thanh, đánh phá, đồng thời dùng bọn thương lái xấu dò xét tình hình, phát hiện cơ sở, kho tàng, móc nối những phần tử xấu ở địa phương để lập tề điệp tại chỗ","Sö pôm tôdrong noh, ñich chaê yuoâ lök löông quaân sö hoân hôp pôlok lö maêng naêm chaê, taûo thanh, it phaê, thoi noh chaê yuoâ lu naêm tech bôdro brö naêm ngo hnhei tinh hinh, boh cô sô, kho tang, mok noâi adring rim lu brö oei cham pôlei sö pôm teà ñieäp dôno oei"
"Bok Kiên nhớ lại: Để kịp thời đối phó với tình hình trên, Huyện ủy Vĩnh Thạnh chủ trương kiên trì phát động quần chúng, làm cho nhân dân thấy rõ Mỹ - Diệm là kẻ thù hiểm ác của cả người Kinh và Bana","Bok Kieân tôroi: Sö tôtam gôn tôdrong khan noh, Huyeân uy Vinh Thanh  pôtho khan pôjaêng krao akom naê ma, pôm aên naê ma boh maê ro My – Dieâm la lu ñich pôgloh ñông ñi ñaêng bôngai yuoân oeng kon koâng"
"Cán bộ người Kinh phải gấp rút học tiếng dân tộc, hòa mình triệt để vào quần chúng, kịp thời phát hiện các âm mưu và thủ đoạn đánh phá của địch, cùng thảo luận với quần chúng, bàn bạc thống nhất cách đánh địch theo phương châm ""có lý, có lợi và đúng mức""","Kang boâ yuoân phai pôjaêng hok bôl kon koâng, oei jeâ adring naê ma kon koâng sö tôtam boh ñei rim tôdrong it phaê ñông ñich, adring pôñam bôl adring naê ma, thoâng nhaât kô kach it ñich boi tôdrong “ôi ly, ôi lôi oeng trô tro mök”"
"Với chủ trương và phương châm đó, nhân dân các dân tộc Vĩnh Thạnh đã kiên quyết đấu tranh trước những âm mưu, thủ đoạn hiểm độc của địch, kết hợp đấu tranh chính trị với đấu tranh vũ trang để tự vệ và tiến công địch","Adring Chu tröông oeng tôdrong noh, naê ma rim kon koâng Vinh Thanh jôh pôjaêng ñaâu tranh adrol rim aâm möu, thu ñoan glaêi ñông ñich, keât hôp ñaâu tranh chinh tri adring ñaâu tranh vu trang sö tö veâ oeng tieân coâng ñich"
"Địch tiến hành nhiều đợt khủng bố, đánh phá ác liệt, nhưng không một cán bộ nào bị lộ, không một cơ sở hợp pháp nào chịu khai báo, hầu như không lán trại bí mật nào của lực lượng cách mạng ở Vĩnh Thạnh bị địch phát hiện","Ñich pôm lö maêng khung boâ, it phaê pôgloh, maêlei bi ôi minh kang boâ nhö bi loä, bi minh cô sô hôp phap maê nhö chiu khai baêo, waê ñi bi minh lan trai bi maât maê nhö ñông lök löông cach mang oei Vinh Thanh bi ñich boh ñei"
"Làng bị đốt cháy, bà con vào rừng đốt nương, lập làng mới","Pôlei bi soh ñi, naê ma naêm tômöt bri möih mil pôm pôlei anao"
"Không còn nhà cửa, bà con tạm lánh vào rừng; không còn cái ăn, bà con  sống nhờ rau, củ rừng, con cá dưới suối, giữ vững tinh thần kiên trung theo Đảng, theo Bác đến cùng trong công cuộc đánh Tây, đuổi Mỹ","Bi araê hnam oei, naê ma oei tam tômöt bri, bi ôi ñoâ sa, naê ma yöal arih nhô hla nhem, mum bri, ka lôm ñak chôñieâng, jö kôjaêp nöih sôngöm tôpaê tia Ñang, tia Naê Hoâ truh atuoâch lôm tôdrong jit Taây, ñuoâi My"
